Station Name,AMHERSTBURG,,,,,,,,,,,,,,,,,,,,,,,,,
14-01-2024,2024,01,14,†,2.5,,-10.5,,-4,,22,,0,,0,,0,,0,,11,,,,,
15-01-2024,2024,01,15,†,4.5,,-2,,1.3,,16.7,,0,,7.6,,0,,7.6,,8,,,,,
16-01-2024,2024,01,16,,,,,,,,,,,,,,,,,,,,,,,
17-01-2024,2024,01,17,,,,,,,,,,,,,,,,,,,,,,,
18-01-2024,2024,01,18,,,,,,,,,,,,,,,,,,,,,,,
19-01-2024,2024,01,19,,,,,,,,,,,,,,,,,,,,,,,
20-01-2024,2024,01,20,,,,,,,,,,,,,,,,,,,,,,,
21-01-2024,2024,01,21,†,-3,,,M,,M,,M,,M,0,,0,T,0,T,0,,,,,
22-01-2024,2024,01,22,,,,,,,,,,,,,,,,,,,,,,,
23-01-2024,2024,01,23,,,,,,,,,,,,,,,,,,,,,,,
24-01-2024,2024,01,24,†,3,,,M,,M,,M,,M,0,,0,,0,,0,,,,,
25-01-2024,2024,01,25,†,5.5,,-9,,-1.8,,19.8,,0,,0,,0,,0,,0,,,,,
26-01-2024,2024,01,26,†,6,,,M,,M,,M,,M,0,,0,T,0,T,0,,,,,
27-01-2024,2024,01,27,,,,,,,,,,,,,,,,,,,,,,,
28-01-2024,2024,01,28,,,,,,,,,,,,,,,,,,,,,,,
29-01-2024,2024,01,29,,,,,,,,,,,,,,,,,,,,,,,
30-01-2024,2024,01,30,,,,,,,,,,,,,,,,,,,,,,,
31-01-2024,2024,01,31,,,,,,,,,,,,,,,,,,,,,,,
01-02-2024,2024,02,01,,,,,,,,,,,,,,,,,,,,,,,
02-02-2024,2024,02,02,†,9.5,,-5.5,,2,,16,,0,,10.2,,0,,10.2,,0,,,,,
03-02-2024,2024,02,03,†,13,,1.5,,7.3,,10.7,,0,,0,,0,T,0,T,0,,,,,
04-02-2024,2024,02,04,†,1.5,,-1,,0.3,,17.7,,0,,0,,0,,0,,0,T,,,,
05-02-2024,2024,02,05,,,,,,,,,,,,,,,,,,,,,,,
06-02-2024,2024,02,06,,,,,,,,,,,,,,,,,,,,,,,
07-02-2024,2024,02,07,†,8.5,,,M,,M,,M,,M,0.4,,0,,0.4,,0,,,,,
08-02-2024,2024,02,08,†,5,,-1,,2,,16,,0,,0,,7,,7,,0,,,,,
09-02-2024,2024,02,09,,,,,,,,,,,,,,,,,,,,,,,
10-02-2024,2024,02,10,,,,,,,,,,,,,,,,,,,,,,,
11-02-2024,2024,02,11,,,,,,,,,,,,,,,,,,,,,,,
12-02-2024,2024,02,12,,,,,,,,,,,,,,,,,,,,,,,
13-02-2024,2024,02,13,†,-8.5,,-16,,-12.3,,30.3,,0,,0,,0,T,0,T,3,,,,,
14-02-2024,2024,02,14,†,-5,,-18,,-11.5,,29.5,,0,,0,,1,,1,,3,,,,,
15-02-2024,2024,02,15,,,,,,,,,,,,,,,,,,,,,,,
16-02-2024,2024,02,16,,,,,,,,,,,,,,,,,,,,,,,
17-02-2024,2024,02,17,,,,,,,,,,,,,,,,,,,,,,,
18-02-2024,2024,02,18,†,6.5,,-12,,-2.8,,20.8,,0,,0,,0,,0,,4,,,,,
19-02-2024,2024,02,19,†,17.5,,-3.5,,7,,11,,0,,0,,0,,0,,0,,,,,
20-02-2024,2024,02,20,†,17.5,,5,,11.3,,6.7,,0,,0,,0,,0,,0,,,,,
21-02-2024,2024,02,21,,,,,,,,,,,,,,,,,,,,,,,
22-02-2024,2024,02,22,,,,,,,,,,,,,,,,,,,,,,,
23-02-2024,2024,02,23,,,,,,,,,,,,,,,,,,,,,,,
24-02-2024,2024,02,24,†,1,,-1,,0,,18,,0,,25.4,,6,,31.4,,0,,,,,
25-02-2024,2024,02,25,†,1,,-3.5,,-1.3,,19.3,,0,,0,,0,,0,,6,,,,,
26-02-2024,2024,02,26,,,,,,,,,,,,,,,,,,,,,,,
27-02-2024,2024,02,27,,,,,,,,,,,,,,,,,,,,,,,
28-02-2024,2024,02,28,,,,,,,,,,,,,,,,,,,,,,,
29-02-2024,2024,02,29,†,10.5,,-1,,4.8,,13.2,,0,,0,,0,,0,,0,,,,,
01-03-2024,2024,03,01,†,10.5,,-5,,2.8,,15.2,,0,,3,,5,,8,,1,,,,,
02-03-2024,2024,03,02,,,,,,,,,,,,,,,,,,,,,,,
03-03-2024,2024,03,03,,,,,,,,,,,,,,,,,,,,,,,
04-03-2024,2024,03,04,†,2,,-4,,-1,,19,,0,,0,,2,,2,,7,,,,,
05-03-2024,2024,03,05,,,,,,,,,,,,,,,,,,,,,,,
06-03-2024,2024,03,06,†,7.5,,,M,,M,,M,,M,0,,0,,0,,0,,,,,
07-03-2024,2024,03,07,†,18,,-2,,8,,10,,0,,0,,0,,0,,0,T,,,,
08-03-2024,2024,03,08,,,,,,,,,,,,,,,,,,,,,,,
09-03-2024,2024,03,09,†,20,,9,,14.5,,3.5,,0,,3.2,,0,,3.2,,0,,,,,
10-03-2024,2024,03,10,,,,,,,,,,,,,,,,,,,,,,,
11-03-2024,2024,03,11,,,,,,,,,,,,,,,,,,,,,,,
12-03-2024,2024,03,12,,,,,,,,,,,,,,,,,,,,,,,
13-03-2024,2024,03,13,†,11,,5,,8,,10,,0,,23.8,,0,,23.8,,0,,,,,
14-03-2024,2024,03,14,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,2024,03,15,†,15,,7,,11,,7,,0,,1.2,,0,,1.2,,0,,,,,
16-03-2024,2024,03,16,†,16,,5.5,,10.8,,7.2,,0,,0.8,,0,,0.8,,0,,,,,
17-03-2024,2024,03,17,†,13.5,,5.5,,9.5,,8.5,,0,,0,,0,,0,,0,,,,,
18-03-2024,2024,03,18,†,11,,-2.5,,4.3,,13.7,,0,,0,T,0,,0,T,0,,,,,
19-03-2024,2024,03,19,†,,M,,M,,M,,M,,M,0,,0,,0,,0,,,,,
20-03-2024,2024,03,20,†,6.5,,,M,,M,,M,,M,0,,0,,0,,0,,,,,
21-03-2024,2024,03,21,†,8.5,,-3,,2.8,,15.2,,0,,0,,0,,0,,0,,,,,
22-03-2024,2024,03,22,,,,,,,,,,,,,,,,,,,,,,,
23-03-2024,2024,03,23,†,13,,0,,6.5,,11.5,,0,,3.4,,0,,3.4,,0,,,,,
24-03-2024,2024,03,24,†,12.5,,2.5,,7.5,,10.5,,0,,32.6,,0,,32.6,,0,,,,,
25-03-2024,2024,03,25,,,,,,,,,,,,,,,,,,,,,,,
26-03-2024,2024,03,26,†,8.5,,-3.5,,2.5,,15.5,,0,,0,,0,,0,,0,,,,,
27-03-2024,2024,03,27,†,20.5,,-2,,9.3,,8.7,,0,,28,,0,,28,,0,,,,,
28-03-2024,2024,03,28,†,9,,6,,7.5,,10.5,,0,,0,,0,,0,,0,,,,,
29-03-2024,2024,03,29,†,10.5,,0.5,,5.5,,12.5,,0,,0,,0,,0,,0,,,,,
30-03-2024,2024,03,30,†,16,,0,,8,,10,,0,,7.6,,0,,7.6,,0,,,,,
31-03-2024,2024,03,31,†,15.5,,10,,12.8,,5.2,,0,,9.6,,0,,9.6,,0,,,,,
01-04-2024,2024,04,01,†,12,,6.5,,9.3,,8.7,,0,,1.4,,0,,1.4,,0,,,,,
02-04-2024,2024,04,02,†,6,,1,,3.5,,14.5,,0,,0,,3.8,,3.8,,0,,,,,
03-04-2024,2024,04,03,†,8,,-5,,1.5,,16.5,,0,,1.2,,0,,1.2,,0,T,,,,
04-04-2024,2024,04,04,†,1.5,,-2,,-0.3,,18.3,,0,,0,,0,,0,,0,,,,,
05-04-2024,2024,04,05,†,4.5,,-8.5,,-2,,20,,0,,0,,0,,0,,0,,,,,
06-04-2024,2024,04,06,†,11.5,,-2,,4.8,,13.2,,0,,9.4,,0,,9.4,,0,,,,,
07-04-2024,2024,04,07,,,,,,,,,,,,,,,,,,,,,,,
08-04-2024,2024,04,08,†,7,,-2,,2.5,,15.5,,0,,0,,2.2,,2.2,,0,,,,,
09-04-2024,2024,04,09,,,,,,,,,,,,,,,,,,,,,,,
10-04-2024,2024,04,10,,,,,,,,,,,,,,,,,,,,,,,
11-04-2024,2024,04,11,,,,,,,,,,,,,,,,,,,,,,,
12-04-2024,2024,04,12,,,,,,,,,,,,,,,,,,,,,,,
13-04-2024,2024,04,13,†,11,,-2,,4.5,,13.5,,0,,0,,0,,0,,0,,,,,
14-04-2024,2024,04,14,†,14,,-2,,6,,12,,0,,0,,0,,0,,0,,,,,
15-04-2024,2024,04,15,†,21,,1,,11,,7,,0,,0,,0,,0,,0,,,,,
16-04-2024,2024,04,16,†,24,,4.5,,14.3,,3.7,,0,,0,,0,,0,,0,,,,,
17-04-2024,2024,04,17,†,23.5,,4,,13.8,,4.2,,0,,0,,0,,0,,0,,,,,
18-04-2024,2024,04,18,†,25,,5,,15,,3,,0,,0,,0,,0,,0,,,,,
19-04-2024,2024,04,19,†,15,,7,,11,,7,,0,,0,,0,,0,,0,,,,,
20-04-2024,2024,04,20,†,20,,4,,12,,6,,0,,0,,0,,0,,0,,,,,
21-04-2024,2024,04,21,,,,,,,,,,,,,,,,,,,,,,,
22-04-2024,2024,04,22,†,17,,8,,12.5,,5.5,,0,,0,,0,,0,,0,,,,,
23-04-2024,2024,04,23,,,,,,,,,,,,,,,,,,,,,,,
24-04-2024,2024,04,24,,,,,,,,,,,,,,,,,,,,,,,
25-04-2024,2024,04,25,†,22.5,,5.5,,14,,4,,0,,12.4,,0,,12.4,,0,,,,,
26-04-2024,2024,04,26,†,12.5,,8.5,,10.5,,7.5,,0,,0,,0,,0,,0,,,,,
27-04-2024,2024,04,27,,,,,,,,,,,,,,,,,,,,,,,
28-04-2024,2024,04,28,†,9.5,,4,,6.8,,11.2,,0,,3.4,,0,,3.4,,0,,,,,
29-04-2024,2024,04,29,,,,,,,,,,,,,,,,,,,,,,,
30-04-2024,2024,04,30,,,,,,,,,,,,,,,,,,,,,,,
01-05-2024,2024,05,01,,,,,,,,,,,,,,,,,,,,,,,
02-05-2024,2024,05,02,†,13,,7,,10,,8,,0,,0.6,,0,,0.6,,0,,,,,
03-05-2024,2024,05,03,†,18,,3.5,,10.8,,7.2,,0,,0,,0,,0,,0,,,,,
04-05-2024,2024,05,04,†,15.5,,9.5,,12.5,,5.5,,0,,10.2,,0,,10.2,,0,,,,,
05-05-2024,2024,05,05,†,19,,6,,12.5,,5.5,,0,,0,,0,,0,,0,,,,,
06-05-2024,2024,05,06,†,22.5,,5,,13.8,,4.2,,0,,0,,0,,0,,0,,,,,
07-05-2024,2024,05,07,,,,,,,,,,,,,,,,,,,,,,,
08-05-2024,2024,05,08,,,,,,,,,,,,,,,,,,,,,,,
09-05-2024,2024,05,09,,,,,,,,,,,,,,,,,,,,,,,
10-05-2024,2024,05,10,,,,,,,,,,,,,,,,,,,,,,,
11-05-2024,2024,05,11,,,,,,,,,,,,,,,,,,,,,,,
12-05-2024,2024,05,12,†,25.5,,11,,18.3,,0,,0.3,,10.6,,0,,10.6,,0,,,,,
13-05-2024,2024,05,13,†,21,,12,,16.5,,1.5,,0,,6.4,,0,,6.4,,0,,,,,
14-05-2024,2024,05,14,†,11.5,,8,,9.8,,8.2,,0,,0,T,0,,0,T,0,,,,,
15-05-2024,2024,05,15,†,11,,2.5,,6.8,,11.2,,0,,0,,0,,0,,0,,,,,
16-05-2024,2024,05,16,†,21,,4,,12.5,,5.5,,0,,0.6,,0,,0.6,,0,,,,,
17-05-2024,2024,05,17,,,,,,,,,,,,,,,,,,,,,,,
18-05-2024,2024,05,18,†,18.5,,6,,12.3,,5.7,,0,,0,,0,,0,,0,,,,,
19-05-2024,2024,05,19,,,,,,,,,,,,,,,,,,,,,,,
20-05-2024,2024,05,20,,,,,,,,,,,,,,,,,,,,,,,
21-05-2024,2024,05,21,,,,,,,,,,,,,,,,,,,,,,,
22-05-2024,2024,05,22,,,,,,,,,,,,,,,,,,,,,,,
23-05-2024,2024,05,23,,,,,,,,,,,,,,,,,,,,,,,
24-05-2024,2024,05,24,†,29,,9.5,,19.3,,0,,1.3,,0,,0,,0,,0,,,,,
25-05-2024,2024,05,25,†,30,,14.5,,22.3,,0,,4.3,,0,,0,,0,,0,,,,,
26-05-2024,2024,05,26,†,30,,18,,24,,0,,6,,0,,0,,0,,0,,,,,
27-05-2024,2024,05,27,†,30,,18,,24,,0,,6,,0,,0,,0,,0,,,,,
28-05-2024,2024,05,28,†,31,,17.5,,24.3,,0,,6.3,,0,,0,,0,,0,,,,,
29-05-2024,2024,05,29,†,31,,19,,25,,0,,7,,2.2,,0,,2.2,,0,,,,,
30-05-2024,2024,05,30,,,,,,,,,,,,,,,,,,,,,,,
31-05-2024,2024,05,31,,,,,,,,,,,,,,,,,,,,,,,
01-06-2024,2024,06,01,,,,,,,,,,,,,,,,,,,,,,,
02-06-2024,2024,06,02,†,30,,16,,23,,0,,5,,0,,0,,0,,0,,,,,
03-06-2024,2024,06,03,,,,,,,,,,,,,,,,,,,,,,,
04-06-2024,2024,06,04,†,26.5,,14,,20.3,,0,,2.3,,8,,0,,8,,0,,,,,
05-06-2024,2024,06,05,†,25,,17,,21,,0,,3,,4.6,,0,,4.6,,0,,,,,
06-06-2024,2024,06,06,†,29,,15,,22,,0,,4,,0,,0,,0,,0,,,,,
07-06-2024,2024,06,07,,,,,,,,,,,,,,,,,,,,,,,
08-06-2024,2024,06,08,†,21.5,,9,,15.3,,2.7,,0,,0,,0,,0,,0,,,,,
09-06-2024,2024,06,09,†,25,,9.5,,17.3,,0.7,,0,,0,,0,,0,,0,,,,,
10-06-2024,2024,06,10,†,29,,13.5,,21.3,,0,,3.3,,0,,0,,0,,0,,,,,
11-06-2024,2024,06,11,†,35,,19,,27,,0,,9,,0,,0,,0,,0,,,,,
12-06-2024,2024,06,12,†,26.5,,16,,21.3,,0,,3.3,,0,,0,,0,,0,,,,,
13-06-2024,2024,06,13,†,24,,8.5,,16.3,,1.7,,0,,0,,0,,0,,0,,,,,
14-06-2024,2024,06,14,,,,,,,,,,,,,,,,,,,,,,,
15-06-2024,2024,06,15,,,,,,,,,,,,,,,,,,,,,,,
16-06-2024,2024,06,16,†,27.5,,17,,22.3,,0,,4.3,,4.4,,0,,4.4,,0,,,,,
17-06-2024,2024,06,17,,,,,,,,,,,,,,,,,,,,,,,
18-06-2024,2024,06,18,†,30.5,,13,,21.8,,0,,3.8,,0,,0,,0,,0,,,,,
19-06-2024,2024,06,19,†,33,,16.5,,24.8,,0,,6.8,,0,,0,,0,,0,,,,,
20-06-2024,2024,06,20,†,34.5,,20.5,,27.5,,0,,9.5,,0,,0,,0,,0,,,,,
21-06-2024,2024,06,21,,,,,,,,,,,,,,,,,,,,,,,
22-06-2024,2024,06,22,†,30.5,,17,,23.8,,0,,5.8,,0,,0,,0,,0,,,,,
23-06-2024,2024,06,23,,,,,,,,,,,,,,,,,,,,,,,
24-06-2024,2024,06,24,†,29,,13,,21,,0,,3,,0,,0,,0,,0,,,,,
25-06-2024,2024,06,25,†,30.5,,13,,21.8,,0,,3.8,,0,,0,,0,,0,,,,,
26-06-2024,2024,06,26,†,34,,18.5,,26.3,,0,,8.3,,3.2,,0,,3.2,,0,,,,,
27-06-2024,2024,06,27,†,34.5,,20,,27.3,,0,,9.3,,0,,0,,0,,0,,,,,
28-06-2024,2024,06,28,,,,,,,,,,,,,,,,,,,,,,,
29-06-2024,2024,06,29,,,,,,,,,,,,,,,,,,,,,,,
30-06-2024,2024,06,30,†,30,,13,,21.5,,0,,3.5,,2,,0,,2,,0,,,,,
01-07-2024,2024,07,01,,,,,,,,,,,,,,,,,,,,,,,
02-07-2024,2024,07,02,†,26,,11,,18.5,,0,,0.5,,0,,0,,0,,0,,,,,
03-07-2024,2024,07,03,†,28,,12.5,,20.3,,0,,2.3,,0,,0,,0,,0,,,,,
04-07-2024,2024,07,04,,,,,,,,,,,,,,,,,,,,,,,
05-07-2024,2024,07,05,†,33,,20.5,,26.8,,0,,8.8,,0,,0,,0,,0,,,,,
06-07-2024,2024,07,06,†,33,,19,,26,,0,,8,,3.6,,0,,3.6,,0,,,,,
07-07-2024,2024,07,07,†,34.5,,20,,27.3,,0,,9.3,,33.4,,0,,33.4,,0,,,,,
08-07-2024,2024,07,08,†,32,,18.5,,25.3,,0,,7.3,,7,,0,,7,,0,,,,,
09-07-2024,2024,07,09,†,26,,18.5,,22.3,,0,,4.3,,0,,0,,0,,0,,,,,
10-07-2024,2024,07,10,,,,,,,,,,,,,,,,,,,,,,,
11-07-2024,2024,07,11,,,,,,,,,,,,,,,,,,,,,,,
12-07-2024,2024,07,12,†,33,,22,,27.5,,0,,9.5,,0,,0,,0,,0,,,,,
13-07-2024,2024,07,13,†,33,,22,,27.5,,0,,9.5,,27.4,,0,,27.4,,0,,,,,
14-07-2024,2024,07,14,†,31,,21,,26,,0,,8,,0,,0,,0,,0,,,,,
15-07-2024,2024,07,15,†,28.5,,19.5,,24,,0,,6,,0,,0,,0,,0,,,,,
16-07-2024,2024,07,16,,,,,,,,,,,,,,,,,,,,,,,
17-07-2024,2024,07,17,†,30,,16,,23,,0,,5,,1.2,,0,,1.2,,0,,,,,
18-07-2024,2024,07,18,†,31.5,,22,,26.8,,0,,8.8,,0,,0,,0,,0,,,,,
19-07-2024,2024,07,19,†,30.5,,14.5,,22.5,,0,,4.5,,0,,0,,0,,0,,,,,
20-07-2024,2024,07,20,,,,,,,,,,,,,,,,,,,,,,,
21-07-2024,2024,07,21,†,33.5,,20.5,,27,,0,,9,,4,,0,,4,,0,,,,,
22-07-2024,2024,07,22,†,35,,22,,28.5,,0,,10.5,,0,,0,,0,,0,,,,,
23-07-2024,2024,07,23,†,34,,23,,28.5,,0,,10.5,,0,,0,,0,,0,,,,,
24-07-2024,2024,07,24,†,30,,22,,26,,0,,8,,10.8,,0,,10.8,,0,,,,,
25-07-2024,2024,07,25,†,33,,23,,28,,0,,10,,0,,0,,0,,0,,,,,
26-07-2024,2024,07,26,†,30,,17.5,,23.8,,0,,5.8,,0,,0,,0,,0,,,,,
27-07-2024,2024,07,27,,,,,,,,,,,,,,,,,,,,,,,
28-07-2024,2024,07,28,†,30,,20,,25,,0,,7,,0,,0,,0,,0,,,,,
29-07-2024,2024,07,29,,,,,,,,,,,,,,,,,,,,,,,
30-07-2024,2024,07,30,†,26.5,,19.5,,23,,0,,5,,14.6,,0,,14.6,,0,,,,,
31-07-2024,2024,07,31,†,31,,19,,25,,0,,7,,0,,0,,0,,0,,,,,
01-08-2024,2024,08,01,,,,,,,,,,,,,,,,,,,,,,,
02-08-2024,2024,08,02,,,,,,,,,,,,,,,,,,,,,,,
03-08-2024,2024,08,03,,,,,,,,,,,,,,,,,,,,,,,
04-08-2024,2024,08,04,†,33.5,,18,,25.8,,0,,7.8,,0,,0,,0,,0,,,,,
05-08-2024,2024,08,05,,,,,,,,,,,,,,,,,,,,,,,
06-08-2024,2024,08,06,†,31,,19.5,,25.3,,0,,7.3,,0,,0,,0,,0,,,,,
07-08-2024,2024,08,07,†,30,,18,,24,,0,,6,,0,,0,,0,,0,,,,,
08-08-2024,2024,08,08,†,30,,14,,22,,0,,4,,0,,0,,0,,0,,,,,
09-08-2024,2024,08,09,†,33,,17,,25,,0,,7,,0,,0,,0,,0,,,,,
10-08-2024,2024,08,10,†,34.5,,21,,27.8,,0,,9.8,,0,,0,,0,,0,,,,,
11-08-2024,2024,08,11,,,,,,,,,,,,,,,,,,,,,,,
12-08-2024,2024,08,12,†,35,,25.5,,30.3,,0,,12.3,,0,,0,,0,,0,,,,,
13-08-2024,2024,08,13,†,31,,23.5,,27.3,,0,,9.3,,10,,0,,10,,0,,,,,
14-08-2024,2024,08,14,†,29.5,,20.5,,25,,0,,7,,2.4,,0,,2.4,,0,,,,,
15-08-2024,2024,08,15,†,27,,19,,23,,0,,5,,26.6,,0,,26.6,,0,,,,,
16-08-2024,2024,08,16,†,28,,21.5,,24.8,,0,,6.8,,2,,0,,2,,0,,,,,
17-08-2024,2024,08,17,†,28.5,,18,,23.3,,0,,5.3,,3.6,,0,,3.6,,0,,,,,
18-08-2024,2024,08,18,†,29.5,,18.5,,24,,0,,6,,0,,0,,0,,0,,,,,
19-08-2024,2024,08,19,†,32.5,,19.5,,26,,0,,8,,0,,0,,0,,0,,,,,
20-08-2024,2024,08,20,†,30.5,,20,,25.3,,0,,7.3,,14.4,,0,,14.4,,0,,,,,
21-08-2024,2024,08,21,†,26.5,,17.5,,22,,0,,4,,0,,0,,0,,0,,,,,
22-08-2024,2024,08,22,†,26,,14.5,,20.3,,0,,2.3,,0,,0,,0,,0,,,,,
23-08-2024,2024,08,23,†,28,,13,,20.5,,0,,2.5,,0,,0,,0,,0,,,,,
24-08-2024,2024,08,24,†,29.5,,18,,23.8,,0,,5.8,,0,,0,,0,,0,,,,,
25-08-2024,2024,08,25,†,32.5,,21,,26.8,,0,,8.8,,0,,0,,0,,0,,,,,
26-08-2024,2024,08,26,†,30,,17,,23.5,,0,,5.5,,0,,0,,0,,0,,,,,
27-08-2024,2024,08,27,†,31,,19.5,,25.3,,0,,7.3,,23,,0,,23,,0,,,,,
28-08-2024,2024,08,28,†,32.5,,20.5,,26.5,,0,,8.5,,9.6,,0,,9.6,,0,,,,,
29-08-2024,2024,08,29,†,29,,18.5,,23.8,,0,,5.8,,0,,0,,0,,0,,,,,
30-08-2024,2024,08,30,,,,,,,,,,,,,,,,,,,,,,,
31-08-2024,2024,08,31,,,,,,,,,,,,,,,,,,,,,,,
01-09-2024,2024,09,01,†,23,,14.5,,18.8,,0,,0.8,,0,T,0,,0,T,0,,,,,
02-09-2024,2024,09,02,†,23.5,,13,,18.3,,0,,0.3,,0,,0,,0,,0,,,,,
03-09-2024,2024,09,03,†,26,,13,,19.5,,0,,1.5,,0,,0,,0,,0,,,,,
04-09-2024,2024,09,04,†,28,,12,,20,,0,,2,,0,,0,,0,,0,,,,,
05-09-2024,2024,09,05,†,30,,13.5,,21.8,,0,,3.8,,0,,0,,0,,0,,,,,
06-09-2024,2024,09,06,†,33.5,,21,,27.3,,0,,9.3,,0,,0,,0,,0,,,,,
07-09-2024,2024,09,07,†,35,,24,,29.5,,0,,11.5,,11.6,,0,,11.6,,0,,,,,
08-09-2024,2024,09,08,†,28.5,,24,,26.3,,0,,8.3,,2,,0,,2,,0,,,,,
09-09-2024,2024,09,09,,,,,,,,,,,,,,,,,,,,,,,
10-09-2024,2024,09,10,†,27,,19,,23,,0,,5,,1,,0,,1,,0,,,,,
11-09-2024,2024,09,11,,,,,,,,,,,,,,,,,,,,,,,
12-09-2024,2024,09,12,†,25,,10.5,,17.8,,0.2,,0,,0,,0,,0,,0,,,,,
13-09-2024,2024,09,13,,,,,,,,,,,,,,,,,,,,,,,
14-09-2024,2024,09,14,,,,,,,,,,,,,,,,,,,,,,,
15-09-2024,2024,09,15,,,,,,,,,,,,,,,,,,,,,,,
16-09-2024,2024,09,16,,,,,,,,,,,,,,,,,,,,,,,
17-09-2024,2024,09,17,†,23,,20,,21.5,,0,,3.5,,9.6,,0,,9.6,,0,,,,,
18-09-2024,2024,09,18,†,27.5,,17,,22.3,,0,,4.3,,0,,0,,0,,0,,,,,
19-09-2024,2024,09,19,,,,,,,,,,,,,,,,,,,,,,,
20-09-2024,2024,09,20,,,,,,,,,,,,,,,,,,,,,,,
21-09-2024,2024,09,21,†,28,,12,,20,,0,,2,,0,,0,,0,,0,,,,,
22-09-2024,2024,09,22,†,31,,15.5,,23.3,,0,,5.3,,0,,0,,0,,0,,,,,
23-09-2024,2024,09,23,,,,,,,,,,,,,,,,,,,,,,,
24-09-2024,2024,09,24,†,22,,13,,17.5,,0.5,,0,,0,,0,,0,,0,,,,,
25-09-2024,2024,09,25,,,,,,,,,,,,,,,,,,,,,,,
26-09-2024,2024,09,26,†,21,,14,,17.5,,0.5,,0,,17.2,,0,,17.2,,0,,,,,
27-09-2024,2024,09,27,†,22,,11.5,,16.8,,1.2,,0,,0,,0,,0,,0,,,,,
28-09-2024,2024,09,28,†,16,,10,,13,,5,,0,,40,,0,,40,,0,,,,,
29-09-2024,2024,09,29,†,17.5,,14,,15.8,,2.2,,0,,17,,0,,17,,0,,,,,
30-09-2024,2024,09,30,†,18,,15,,16.5,,1.5,,0,,7.8,,0,,7.8,,0,,,,,
01-10-2024,2024,10,01,†,22,,15,,18.5,,0,,0.5,,5.2,,0,,5.2,,0,,,,,
02-10-2024,2024,10,02,†,22,,11,,16.5,,1.5,,0,,0,,0,,0,,0,,,,,
